,评论
228,一是全面压减作业总量和时长。着力健全作业管理制度、提高作业设计质量、分类控制作业总量、加强作业完成指导、建立作业监督机制、科学利用课余时间，强调要促进教、练、考一致，确保小学一、二年级不布置家庭书面作业，小学三至五年级书面作业平均完成时间不超过60分钟，初中书面作业平均完成时间不超过90分钟。二是提升学校课后服务水平。着力保证课后服务时间、提高课后服务质量、拓展课后服务渠道、做优免费线上学习服务，明确义务教育阶段校内课后服务时间一般不少于2个小时、结束时间一般不早于当地正常下班时间。初中学校可探索在工作日晚上开设自习班。支持学校统筹实行教师弹性上下班、调休等措施。三是全面规范校外培训行为。着力从严审批培训机构、严格机构投融资、严格限定培训时间、强化培训内容管理、严格机构收费管理、加强从业人员管理、完善培训机构监管，不再审批新的面向义务教育阶段学生的学科类校外培训机构，现有学科类培训机构重新审核并统一登记为双重管理的非营利性机构；对原备案的线上学科类培训机构，改为审批制，对已备案的线上学科类培训机构，按照标准重新办理审批手续；学科类培训机构一律不得上市融资；上市公司不得通过股票市场融资投资学科类培训机构，不得购买学科类培训机构资产；外资不得控股或参股学科类培训机构；校外培训机构不得占用国家法定节假日、休息日及寒暑假期组织学科类培训；线下培训机构培训结束时间不得晚于20:30，线上培训结束时间不得晚于21:00；义务教育阶段学科类校外培训收费纳入政府指导价管理。四是大力提升教育教学质量。着力促进校际优质均衡发展、促进区域教育优质均衡发展、提升课堂教学质量、深化高中招生改革、纳入质量评价体系，强调要全面落实义务教育学校免试就近入学政策，加强优质教育资源跨区统筹，进一步落实全市义务教育“五项标准”城乡、区域统一，将市实验性示范性高中大部分招生名额直接分配到每一所不选择生源的初中学校。五是整合用好校内外资源。着力优化使用校内资源、整合使用校外资源，明确可适当引进优质非学科类培训机构进校参与课后服务，整合各方资源为学生职业体验、社会实践、生涯教育等创造条件。六是强化配套治理和支撑保障。着力加强课后服务保障、完善家校社协同机制、做好培训广告管控，要求配足配齐师资力量，把用于教师课后服务补助的经费额度作为增量纳入绩效工资并设立专项，不作为次年正常核定绩效工资总量的基数；严禁中小学教职员工开展校外有偿补课；促进家校社协同，形成减负共识；加强面向未成年人的校外培训广告管理，严肃查处校外培训违法违规广告行为。《实施意见》同时明确，统筹做好面向3至6岁学龄前儿童和普通高中学生的校外培训治理工作，不得开展面向学龄前儿童的线上培训，严禁以学前班、幼小衔接班、思维训练班等名义，面向学龄前儿童开展线下学科类（含外语）培训。不再审批新的面向学龄前儿童的校外培训机构和面向普通高中学生的学科类培训机构。对面向普通高中学生的学科类培训机构的管理，参照本《实施意见》有关规定执行。《管理办法》主要从招用条件、招用程序、从业禁止、行为“红线”、监督检查、处罚制度等方面作出规定，旨在引导校外培训机构建立健全相关管理机制，坚持用人标准，规范招用程序，优化人员结构，提高人员素质，不断提升培训服务质量。《管理办法》明确了从业人员的资质条件，强调要坚持以习近平新时代中国特色社会主义思想为指导，拥护中国共产党的领导和中国特色社会主义制度，全面贯彻党的教育方针，落实立德树人根本任务；要爱国守法，恪守宪法原则，遵守法律法规，依法履行各项职责；要具备良好的思想品德和职业道德，举止文明，关心爱护学生；教学、教研人员还应为人师表，仁爱敬业，从事按照学科类管理培训的须具备相应教师资格证书，从事按照非学科类管理培训的须具备相应职业（专业）能力证明；非中小学、幼儿园在职教师。《管理办法》强调要依法规范劳动关系，要求校外培训机构应按照《中华人民共和国劳动合同法》有关规定与招用人员订立、履行、变更、解除或者终止劳动合同，特别强调要与招用人员签订书面劳动合同，从而维护从业人员的合法权益。《管理办法》首次提出了从业人员的结构性要求，明确机构专职教学、教研人员原则上不低于机构从业人员总数的50%；面向中小学生、3周岁以上学龄前儿童的线下培训，每班次专职教学人员原则上不低于学生人数的2%、不低于儿童人数的6%。《管理办法》首次提出了建设校外培训机构从业人员“黑名单”管理制度，对触碰“有损害党中央权威、违背党的路线方针政策的言行”，“损害国家利益，严重损害社会公共利益，或严重违背社会公序良俗”，“歧视、侮辱学生，存在虐待、伤害、体罚或变相体罚未成年人行为”等11类行为“红线”且情节严重的，经查实、审核后，纳入全国统一监管平台的“校外培训机构从业人员黑名单”进行管理。《管理办法》明确了从业禁止条件，机构不得招用两类人员，即纳入“校外培训机构从业人员黑名单”管理的、受到剥夺政治权利或者故意犯罪受到有期徒刑以上刑事处罚的。下一步，教育部、人力资源社会保障部将会同有关部门指导各地抓好落实，不断深入推进，确保“双减”工作取得实效。想要了解更多嘉盛集团，点击咨询点击此处阅览完整的风险披露。
229,我是一直坚定不移的拥护官方的信息统计数字的！！！直到这次统计涉及到了我.....
230,刚刚填过这个表的学生家长来答，其中有一项就问一二年级有没有留作业，确实没没有作业，但家长对没有作业满不满意的选项咋没有啊！！？还有一项是问老师推荐了外读物了吗，推荐了，什么七色花啊绿色毛驴啊孩子挺喜欢读的，语文嘛不就是靠阅读嘛。后来一想，不对，改成没推荐过读物。这个问卷的问题设定出来你选项里就没有表达家长意见的，是的满意！是非常满意！这也是问卷该设计的选项？？我错了，我选的是的满意！我后悔了，我应该选不满意，我真的。。我在河南以下是问卷全文
231,居然成功让2.5%的家长填了问卷？这届家长觉悟很高啊。这年头不发红包就能让人匿名填问卷的，除了居委会上门我还没见过第二个。当然，也得感谢教育部教得好。毕竟“教不了学生我还教不了家长了？”。
232,铁道部针对群众反映的火车票难买的现象，在火车车厢里对乘客进行了调查，乘客们纷纷表示火车票不难买，自己都顺利买到了票。
233,哈哈，是弄了个调查问卷吧，老师直接发答案给家长，说必须填老师指定的答案，我为啥知道？因为我是家长。填完第二天我就和同事聊天说，估计过段时间教育部会发个通告，说减负效果显著……不幸言中……
234,我身边的世界和调查完美错过……感恩！
235,大家都知道这调查时机、调查数字、调查结论离谱，但人家根本不在乎
236,好！支持！有希望了！
237,给大家看看初二表妹跟我的聊天，图一乐。简单来说：补课=第2课堂。重点班=火箭班=奥赛班=竞赛班。不按排名分班=按成绩分班。上有政策，下有对策。私人学校为了升学率，双减？不存在的。资本嘛，赚钱嘛，不寒碜。双减可以，不能减资本的荷包。双减目前的成效满意吗？资本家点点头：满意，公立学校跪了，但是我们还敢！对了，这个学校呢，叫棉湖中学实验学校。教育局的举报形容虚设，举报都必须实名公开举报，谁敢举报，校长马上知道是谁，这样的举报制度怎么控制双减？
238,今天我们所取得的一切成果，都是在广为诟病的题海战术，疲劳战术下实现的。高考搞出了原子弹，搞出了卫星，搞出了空间站，搞出了5g通信，搞出了中华民族伟大复兴的。现在减负，能不能培养出更优秀的人才?封了游戏，禁止补课，多出来的时间能不能用来学习有益的东西?我看不一定。毕竟你堵住网游堵不住单机游戏，挡不住漫画动画电影。对于孩子而言，即使是看别人打游戏的直播他跟着发弹幕，这也是比学习更享受的过程。优先级也会排在主动学习前面的。而这样盲目的一刀切禁止补课，让一些本来努努力补补课能学会的孩子们失去了上高中上大学的机会。抛弃高强度学习的结果是整体学业水平下滑而不是更优秀的筛选人才算法。欧美的私立学校学的并不比我们轻松，甚至更苦。欧美的高中数学教育水平远高于我们，中国高中数学让多少孩子被卡在大学门外?还不让补课，那以后大学理工类教育是不是还得先读个数学预科?要不根本跟不上。这种情况下不增强学校教育的教学水平，反而先砍了校外学习的辅助作用，这样对吗？别总看到花钱多，还要看到进步明显呢。要帮助农村学子进大学改变命运这是好事儿，扩招就行啊，或者改成等级考试制度，或者降低全日制学历价值，提高在职学历认可度。这样强行打压城里普通人家的孩子剥夺他们学会知识的可能性，帮助小镇做题家提升录取率的做法我觉得不妥。城里的孩子有什么罪?他们的父母努力打拼，把孩子生在城市，难道有罪吗？
